"hh_refno","ave_precip","dist_water_bodies","Shannon_tree","richness_tree","Slope","Elevation","dist_forest","Male_Female_ratio","hhmembers","hh_dep_ratio","literacy_rate","leveledu","hh_labor_days","Info_network","market_network","ag_implements","water_inf","farm_structures","comm_inf","dist_cell_wifi_tower","transp_inf","dist_main_roads","dist_any_roads","time_field_travel","wage_entry_n","liv_sale_number","house_tenure_n","house_walls_n","house_roof_n","house_floor_n","house_san_n","house_electricity_n","house_water_n","house_fuel_cook_n","house_fuel_light_n","hh_microf_n","landsize","farm_type","fields","CIF","Maize_yield","lands_eplot","landscape_no","eplot_no","phosphorous","sulfur","pH","Clay","Ca","Mg","K","C_capacity","Al_exc","Al_sat","Mg_indicator","K_indicator","P_indicator","S_indicator","Ca_indicator","farmproc_ph_indicator","soil_fertility_indicator","C_deficit_indicator","N_PNB","P_PNB","K_PNB","N_added","P_added","K_added","N_PNBI","P_PNBI","K_PNBI","all_PNBI","Carbon_storage","Soil_fertility","Water_storage","Nutrient_supply","Maize_yield_class"
"TZA-L11-H13",1161.861111,13.75,1.5037706414309,6.61,4.452184677,1371,34.33839035,2,3,1,1,2,4.83333333333333,2,0,6,3,1,4,2.795084953,2,1.581138849,0.25,0,0,0,4,3,3,2,2,2,9,2,5,1,3.42857142857143,1.28571428571429,2,1,1976.84,"L11 _ 5","L11",5,4.357115333,14.56574733,5.891212667,73.61724633,3.720203467,2.406541087,0.381766907,35.6175904237291,0.444817533,6.39718807184057,0.013009314784,0.05816541024,0,0.159747980411,0.055046510944,0.167,0.452969216379,0,27.4027678095238,4.918970972,12.5176215188095,49.0915266666667,9.47982325771429,18.7305472330952,0.249627024338624,0.244032595860317,0.333,0.826659620198942,0.0631744427920034,0.41381279638896,0.637022311486453,0.788216020836733,"1"
"TZA-L11-H14",1161.861111,13.25943089,0,0.66,3.991119146,1374,33.87938309,0.333333333333333,4,0.5,0.5,2,9.5,2,0,10,3,2,4,3.605551243,2,1.414213538,0.75,2,0,1,4,3,3,1,2,4,10,1,4,1,3.35714285714286,1.28571428571429,3,1,2965.26,"L11 _ 11","L11",11,4.674477,12.463304,5.689541,71.989302,3.524439633,1.394256622,0.421013074,44.8610768122517,0.272869433,4.86174795171632,0,0.07072418368,0,0.1246371768,0.048782068256,0.167,0.411143428736,0,-19.1012165,-12.410848625,-14.529774,31.7529925,0,0,0.202114877777778,0.168647808333333,0.333,0.703762686111111,0.0730662689541929,0.458145264994442,0.636693079748333,0.654779265802932,"2"
"TZA-L11-H15",1161.861111,12.1269331,1.11267304452028,3.216,7.174258232,1477,36.67424011,1,2,0.556594001236858,1,1,21,4,1,16,3,2,4,4.279310703,1,3.092329264,0.353553385,25,0,0,4,3,3,2,2,2,10,1,5,2,3,1,2,1,4447.89,"L11 _ 8","L11",8,5.627568667,11.20173233,6.188591,62.73220367,4.897083567,1.787615775,0.33040221,44.2375550522885,0.244612867,3.36945577858825,0,0.0417287072,0.0047047100689,0.103568929911,0.092706674144,0.167,0.4097090213239,0,-70.3119627142857,19.4915247309524,-14.0392411577381,4.41258928571429,37.7278737309524,7.3106308422619,0,0.0112994504232804,0.333,0.34429945042328,0.0709285962347042,0.402735388667017,0.608582083991594,0.51660495238921,"2"
"TZA-L11-H16",1161.861111,12.1269331,1.11267304452028,3.216,7.174258232,1477,36.67424011,1,4,0.5,1,1,8.25,2,0,8,3,2,4,4.279310703,2,3.092329264,0.353553385,0,0,5,4,3,3,2,2,1,3,1,3,1,6,1.35714285714286,2,1,1572.48636363636,"L11 _ 8","L11",8,2.872780667,9.557565,6.157960333,64.80200833,4.588899233,1.716188821,0.288533855,37.7823157533648,0.257125833,3.75325209281367,0,0.0283308336,0,0.0761113355,0.082844775456,0.167,0.354286944556,0,55.5761609090909,-6.44719409090909,-7.54793454545455,81.9939318181818,0,0,0,0.301173464646465,0.333,0.634173464646465,0.0709285962347042,0.402735388667017,0.608582083991594,0.51660495238921,"1"
"TZA-L11-H17",1161.861111,13.48378658,1.19467617547707,3.376,3.38595891,1362,32.09069061,0.333333333333333,4,0.75,0.5,1,10.75,2,0,13,3,2,3,5,1,0.25,0.25,0,0,0,4,3,3,2,2,4,1,1,4,1,1,1,2,1,1742.74052631579,"L11 _ 12","L11",12,6.876657667,13.488365,6.098021667,69.94537067,5.369192,2.527533994,0.586260866,63.9555461392695,0.365227267,4.12769471621988,0.016881087808,0.12360347712,0.0130736063689,0.1417556955,0.107814144,0.167,0.5701280107969,0.465184654790496,2.3904157368421,-7.14523615789474,-8.36515452631579,31.6684565789474,0,0,0.333,0.28566141871345,0.333,0.95166141871345,0.45941420528363,0.58632465357595,0.652974413722681,0.928571428571429,"1"
"TZA-L11-H18",1196.527778,17.89203644,2.03622744010262,12,5.917351723,1222,28.28647995,1,2,0.552852504638219,1,0,19,2,0,17,3,2,3,6.329494476,2,4.25,1.767766953,0,0,0,4,3,3,1,2,1,1,1,3,1,1,1,2,1,1345.34944444444,"L11 _ 13","L11",13,7.793417333,16.83296367,5.886411667,66.24301233,3.3132511,1.171303209,0.408148528,36.4087587472488,0.390188867,7.38589562047172,0,0.06660752896,0.0192158961311,0.167,0.0420240352,0.167,0.4618474602911,0,27.5055321111111,-5.51593272222222,-6.45767733333333,50.1074027777778,0,0,0.249938532098765,0.321868161728395,0.333,0.90480669382716,0.153390693194213,0.635737298720644,0.57213458368154,0.890213243846592,"0"
"TZA-L11-H19",1191.611111,17.58728218,1.79178838930147,14,2.196050882,1281,34.35476685,0.166666666666667,7,0.285714285714286,0.857142857142857,1,9.14285714285714,2,0,14,3,2,4,1.346291184,1,1.75,0,3,0,0,4,3,3,2,4,2,3,1,5,1,2,1,3,1,2075.682,"L11 _ 2","L11",2,7.395944,11.58254633,5.909277333,67.69892267,4.2126698,2.131320959,0.427620963,56.5686748395974,0.288644433,4.0882997254368,0.004202270688,0.07283870816,0.0165528248,0.109928523711,0.0708054336,0.167,0.441327760959,0.218955636090999,100.4185299,-8.5102962,-9.9632736,135.2899875,0,0,0,0.255326751111111,0.333,0.588326751111111,0.10678259686634,0.4970518039862,0.64470378249968,0.428571428571429,"1"
"TZA-L11-H20",1161.861111,13.58307743,0,0.232,1.893540382,1383,32.87096024,0.5,3,0.333333333333333,1,1,27.8333333333333,2,0,11,3,2,4,4.069705009,2,0.559017003,0.559017003,30,2,0,4,3,3,1,2,1,1,1,3,1,2,1,5,1,1864.51954545455,"L11 _ 14","L11",14,4.179583611,11.35044139,5.855832778,72.0976925,3.718088486,2.8908190275,0.662215584102564,28.8791828660615,0.2201715,2.9390313934585,0.02850620888,0.14790898691282,0,0.106052371213,0.054978831552,0.167,0.50444639855782,0,52.1692194416667,-4.35881453095238,-6.15856261428571,70.9294310416667,0,0,0.1665,0.30296793968254,0.333,0.80246793968254,0.145014923445238,0.531256071499153,0.595391510707928,0.672397903596076,"1"
"TZA-L11-H21",1161.861111,12.1269331,1.11267304452028,3.216,7.174258232,1477,36.67424011,1,4,0.5,0.75,1,4.5,4,1,4,3,1,3,4.279310703,3,3.092329264,0.353553385,15,0,0,4,3,3,1,2,1,3,1,3,2,1,1,3,1,1680.314,"L11 _ 8","L11",8,11.126621,7.63156,6.233760667,39.97650633,5.072465833,1.804128562,0.43224843,59.8680538177604,0.322384067,4.2245378307119,0,0.0743194976,0.0415483607,0.043947052,0.098318906656,0.167,0.425133816956,0.328934924365169,45.1598115555556,-8.92072662255555,-9.73397580998333,82.9833502222222,0.310017933,1.07274952335,0.140619249382716,0.246206075054321,0.333,0.719825324437037,0.0709285962347042,0.402735388667017,0.608582083991594,0.51660495238921,"1"
"TZA-L11-H22",1161.861111,13.48378658,1.19467617547707,3.376,3.38595891,1362,32.09069061,1,2,0.492261904761905,1,1,60,4,0,10,3,3,2,5,2,0.25,0.25,9,0,6,4,3,4,1,2,1,5,1,3,1,4,1,2,1,1868.1138,"L11 _ 12","L11",12,11.50344233,24.711816,5.992004333,60.16437467,4.7050375,2.119382828,0.970076517,61.1741712077379,0.466624033,5.64843487816109,0.003820250496,0.167,0.044073063611,0.167,0.0865612,0.167,0.635454514107,0.372472166344026,-2.96723684,27.92533605,-8.96694624,28.417075,35.58460263,0,0.333,0,0.333,0.666,0.45941420528363,0.58632465357595,0.652974413722681,0.928571428571429,"1"
"TZA-L11-H23",1196.527778,17.89203644,2.03622744010262,12,5.917351723,1222,28.28647995,1,6,0.5,1,1,27.1666666666667,2,0,13,3,1,4,6.329494476,2,4.25,1.767766953,26,2,1,4,3,1,1,2,1,1,1,3,1,3,1,4,1,407.72325,"L11 _ 13","L11",13,4.632808333,11.187031,6.103105333,60.83623267,5.112373333,2.424095102,0.783448972,33.5110866522943,0.4226975,4.83490928625435,0.013571043264,0.167,0,0.1033234177,0.099595946656,0.167,0.55049040762,0,-7.5555618180602,-1.73413165083612,-2.55798302658863,0,0,0,0.333,0.333,0.333,0.999,0.153390693194213,0.635737298720644,0.57213458368154,0.890213243846592,"0"
"TZA-L11-H25",1161.861111,13.83157635,0,0.182,1.815316081,1371,32.76144791,3,4,0.25,0.75,1,90.75,4,0,7,3,2,3,3.905124903,3,0.353553385,0.353553385,31,2,0,1,3,3,2,2,1,1,1,3,1,5,2,3,1,3094.18434782609,"L11 _ 6","L11",6,4.398980667,28.56589267,6.049506667,73.21269033,3.627492333,2.163611107,0.70372458,32.8592076555889,0.573050367,8.10781306104553,0.0052355554239999,0.167,0,0.167,0.052079754656,0.167,0.55831531008,0,47.1427225962733,-7.24324612732919,-10.3648268990683,78.4289782608696,0,0,0.1665,0.2477649352657,0.333,0.747264935265701,0.111187640764184,0.526460487134975,0.687962962962963,0.692417734548074,"2"
"TZA-L11-H26",1161.861111,13.25943089,0,0.66,3.991119146,1374,33.87938309,1.44642857142857,1,0.558928571428571,1,0,24,4,0,6,3,1,1,3.605551243,1,1.414213538,0.75,0,0,2,4,3,1,1,2,1,1,1,3,1,3,1.21428571428571,2,1,864.8675,"L11 _ 11","L11",11,6.108994333,12.15051267,6.225685333,63.55025533,5.0204785,1.887349533,0.527199104,50.5987442023492,0.235503333,3.07023528452264,0,0.10470371328,0.0079302620311,0.119413561589,0.096655312,0.167,0.4957028489001,0.0199579680824922,68.8681635,-3.54595675,-4.151364,83.3979375,0,0,0,0.333,0.333,0.666,0.0730662689541929,0.458145264994442,0.636693079748333,0.654779265802932,"0"
"TZA-L11-H27",1191.611111,17.58728218,1.79178838930147,14,2.196050882,1281,34.35476685,1,2,1,1,1,70,4,0,5,3,2,1,1.346291184,1,1.75,0,3,0,1.14285714285714,4,3,3,1,2,1,1,1,3,1,1,1,2,1,1676.51238461538,"L11 _ 2","L11",2,7.836918333,8.397116667,6.29578,47.84265533,6.109368333,2.17715433,0.319613019,51.3914026615914,0.2335155,2.64168229257171,0.00566893856,0.03827616608,0.0195073528311,0.0567318483389,0.131499786656,0.167,0.418684092466,0.0463799140817047,17.6060411692308,-6.87370077692308,-8.04725944615384,45.7714492307692,0,0,0.333,0.291695538290598,0.333,0.957695538290598,0.10678259686634,0.4970518039862,0.64470378249968,0.428571428571429,"1"
"TZA-L11-H28",1161.861111,13.58307743,0,0.232,1.893540382,1383,32.87096024,0.5,3,0.333333333333333,0.666666666666667,1,4.33333333333333,2,0,8,3,1,4,4.069705009,3,0.559017003,0.559017003,15,0,0,4,3,3,1,4,2,9,1,5,2,1,1,3,1,1729.735,"L11 _ 14","L11",14,2.519718667,13.39295333,5.752124667,76.579467,2.7000104,1.16943775,0.310686918,28.721153293313,0.382569333,8.3847056345827,0,0.03541981376,0,0.140162320611,0.0224003328,0.167,0.364982467171,0,-11.9241890555556,-10.2438750555556,-11.9928293333333,30.0507136111111,0,0,0.232591161111111,0.21680277654321,0.333,0.782393937654321,0.145014923445238,0.531256071499153,0.595391510707928,0.672397903596076,"1"
"TZA-L11-H29",1161.861111,13.48378658,1.19467617547707,3.376,3.38595891,1362,32.09069061,1.39285714285714,1,0.580573593073593,1,0,7,4,1,5,3,1,1,5,1,0.25,0.25,0,0,1.5,3,5,1,1,2,1,4,1,3,1,3.42857142857143,1.28571428571429,2,1,1482.63,"L11 _ 12","L11",12,20.023784,22.31361033,6.004379333,34.33245233,4.727217133,1.999744643,1.221595755,98.3632433425145,0.271136867,3.29862466743256,0,0.167,0.1011593528,0.167,0.087270948256,0.167,0.689430301056,1,15.122826,-6.078783,-7.116624,40.03101,0,0,0.333,0.309360377777778,0.333,0.975360377777778,0.45941420528363,0.58632465357595,0.652974413722681,0.928571428571429,"0"
"TZA-L11-H30",1161.861111,13.25943089,0,0.66,3.991119146,1374,33.87938309,3,4,0.539880952380952,1,1,26.5,4,0,10,3,3,4,3.605551243,1,1.414213538,0.75,9.66666666666667,0,0,4,3,3,2,2,4,5,1,4,1,7,2,4,1,1285.718203125,"L11 _ 11","L11",11,8.163934,11.860494,5.358049333,59.933156,3.642058167,1.84497799,0.455801534,48.1774018304425,0.411129467,6.47043739409898,0,0.08185649088,0.0216983578,0.1145702498,0.052545861344,0.143294238611,0.413965198435,0,23.8968007070707,-3.91436784090909,-4.58267454545454,39.9361616161616,0,0,0.1665,0.324250281313131,0.333,0.823750281313131,0.0730662689541929,0.458145264994442,0.636693079748333,0.654779265802932,"0"
"TZA-L11-H31",1161.861111,13.83157635,0,0.182,1.815316081,1371,32.76144791,5,6,0.166666666666667,1,1,92.7222222222222,2,0,20,3,4,4,3.905124903,3,0.353553385,0.353553385,25,0,1,4,3,3,1,2,4,5,1,4,2,5,2,4,1,1828.577,"L11 _ 6","L11",6,16.77337111,8.820168611,5.855996945,62.77814417,6.95081732,2.959974815,0.810874508461539,56.2848588429343,0.445203472,3.98682412705397,0.03071919408,0.167,0.079381586437,0.0637968158037,0.15842615424,0.167,0.6663237505607,0.209495103814946,-3.48450281086957,19.0322366020652,-5.97238012418478,16.1961211956522,23.7391839634783,0,0.333,0.128067102898551,0.333,0.794067102898551,0.111187640764184,0.526460487134975,0.687962962962963,0.692417734548074,"1"
"TZA-L18-H01",940.5277778,7.424621105,1.45290571183177,6.944,6.089782238,695,13.59457588,1.5,5,0.6,1,1,23.2,2,0,7,5,1,4,4.949747562,4,4.854122162,0.25,0,0,0,4,3,4,2,3,1,1,1,3,1,72,3,2,1,102.692987012987,"L18 _ 13","L18",13,111.2129423,10.52670633,7.029748,32.04767967,17.50910967,2.500351446,0.529479329,60.197947387244,0.391529833,1.87062128943914,0.016011246272,0.10543338528,0.167,0.092295995711,0.167,0.167,0.714740627263,0.339931375581642,5.05363599422799,0.733570237229437,3.02622540329004,6.01895007215007,0.954360159307359,3.30235543503608,0.333,0.333,0.333,0.999,0.339931375581642,0.714740627263,0.349814368355804,0.686444581454753,"0"
"TZA-L18-H02",776.5277778,4.038873672,1.89401334434468,10.112,7.650837898,966,16.22112846,1,8,0.5,0.625,1,20.25,1,0,8,3,2,4,3.605551243,3,3.553167582,2.263846397,49,0,0,4,5,3,1,3,1,1,1,3,1,3,1,2,1,98.842,"L18 _ 10","L18",10,20.8579298506667,7.69336943691667,6.325861301,31.4322055841667,6.12820166491667,1.97000799263194,0.473245099145299,38.8512382327482,0.253239817083333,3.56978355067882,0.0164164639573333,0.0840681083733333,0.0613209038819667,0.0467479918009833,0.0947614066906667,0.167,0.470314874704283,0.162269910324307,49.4308842,-0.2915839,-0.49421,51.150735,0,0,0.16070492,0.333,0.333,0.82670492,0.197776422242109,0.508629331558133,0.440573090610324,0.637378009760466,"0"
"TZA-L18-H03",704.9444444,9.276988029,1.61426877435629,6.848,4.342000008,620,20.6654911,2,3,0.333333333333333,0.666666666666667,1,19.6666666666667,4,0,6,3,1,4,2.23606801,1,1.802775621,1.802775621,30,0,1.92857142857143,1,4,3,1,2,1,1,1,3,1,6.42857142857143,1.42857142857143,2,1,658.946666666667,"L18 _ 5","L18",5,25.9298540091667,9.70228339366667,6.19785822691667,41.6260478575,7.10544812075,2.40619203725,0.631285887044872,60.598203401812,0.296587012916667,3.73577597859517,0.0206561693813333,0.118258882266667,0.0810889700018333,0.0792317069209917,0.122550056445333,0.167,0.588785785016158,0.387841518747836,-11.070304,162.7532372,-3.162944,0,165.454918533333,0,0.333,0,0.333,0.666,0.197776422242109,0.508629331558133,0.440573090610324,0.637378009760466,"0"
"TZA-L18-H04",704.9444444,10.99147415,1.46388849953122,5.254,1.835073948,615,20.03902435,4,5,0.520284477427335,1,1,17.4,4,0,7,5,2,4,2.263846397,2,1.767766953,1.767766953,15,1,0,1,4,3,1,2,1,1,1,3,1,9.57142857142857,1.57142857142857,2,1,898.563636363636,"L18 _ 6","L18",6,10.7318594308333,8.19444738,6.03905053225,41.7887038425,4.92984421483333,1.882241263,0.55790956549359,45.7704971680159,0.298140551916667,4.64109199949566,0.0103129709173333,0.105134622823248,0.0389034581865833,0.054821071759425,0.0906829763546667,0.166012584666667,0.465867684707923,0.217246897639257,-15.0958690909091,-3.68411090909091,-4.31310545454545,0,0,0,0.333,0.333,0.333,0.999,0.519874667571474,0.840558479493,0.564855287246409,0.558116584796813,"0"
"TZA-L18-H05",776.5277778,4.038873672,1.51065356125227,7.056,13.07490158,633,18.00173569,2,6,0.5,0.666666666666667,1,14.3333333333333,4,0,7,3,1,4,1.952562451,1,2.15058136,2.15058136,9,0,3,4,4,3,1,2,1,1,1,3,1,1,1,2,1,1235.525,"L18 _ 2","L18",2,20.1357745459167,10.0203539785833,6.08635555541667,40.3254316058333,4.99426702175,2.06446281441667,0.466497690797008,44.6682438728873,0.310245544833333,4.53355482935798,0.0134267758084445,0.0813616898659829,0.06183526139065,0.0773965096247583,0.0876842371386667,0.16502451988425,0.486728993712752,0.210352931759737,-45.96153,180.0456451,-13.244828,0,186.13678335,0,0.162462111111111,0,0.330060355555556,0.492522466666667,0.197776422242109,0.508629331558133,0.440573090610324,0.637378009760466,"0"
"TZA-L18-H06",776.5277778,4.038873672,1.89401334434468,10.112,7.650837898,966,16.22112846,1.5,5,0.4,1,1,10.6,4,0,3,3,1,2,3.605551243,2,3.553167582,2.263846397,3,5,1,4,1,1,1,2,1,1,1,3,1,6.28571428571429,1.42857142857143,2,1,2017.18367346939,"L18 _ 10","L18",10,9.87288552691667,11.8332613085833,6.09203556016667,57.3017542133333,5.98117485675,2.72283100677778,0.668274704711539,50.4629281922346,0.337167428666667,3.75692582661683,0.0262828285746667,0.118871801896068,0.0345013713006833,0.100599853253342,0.109155910981333,0.16560617625,0.555017942256093,0.235689757786602,-38.8307857142857,-12.123273877551,-27.9178220408163,57.9940306122449,0,0,0.124102380952381,0.175038358276644,0.187871319727891,0.487012058956916,0.197776422242109,0.508629331558133,0.440573090610324,0.637378009760466,"1"
"TZA-L18-H07",893.6944444,13.30883121,1.42034950407838,10,8.611980438,802,16.21149254,1,6,0.666666666666667,0.666666666666667,1,14.6666666666667,2,0,3,3,1,4,2.263846397,1,2.23606801,2,11,2,0,4,5,1,1,2,1,1,1,3,1,6.64285714285714,1.5,3,1,1729.735,"L18 _ 1","L18",1,8.45533724041667,11.6383426150833,5.99985114825,60.1135781991667,4.89057221108333,2.18152051041667,0.548530371365385,47.2057211513644,0.32794693325,4.36765867184169,0.0116287690586667,0.0987602378379487,0.027175708380575,0.0973447110718917,0.0924983107546667,0.167,0.494407737103749,0.152134708674341,168.822136,-13.62784075,-33.2768066666667,284.17075,0,0,0,0.143423183333333,0.1665,0.309923183333333,0.319279320504869,0.5019478908981,0.353841035213704,0.483090947027231,"1"
"TZA-L18-H08",704.9444444,10.99147415,1.46388849953122,5.254,1.835073948,615,20.03902435,2.5,7,0.714285714285714,0.714285714285714,1,8.28571428571429,4,0,5,3,1,4,2.263846397,2,1.767766953,1.767766953,10,3,4,4,1,4,1,2,1,1,1,3,1,9.42857142857143,1.57142857142857,2,1,3294.73333333333,"L18 _ 6","L18",6,8.11837826425,13.7016263014167,5.8892186575,59.0403492816667,4.46493526733333,1.89311727755555,0.547512250726496,47.3139562394656,0.444812962,7.20178640203802,0.00962627977511109,0.102595136375385,0.0243894439788083,0.0992276261854916,0.0731072254213333,0.155513271467583,0.464458983203712,0.175532960469537,178.492178333333,-6.97659783333333,-8.549833,208.391883333333,0,0,0.1665,0.238628814814815,0.333,0.738128814814815,0.519874667571474,0.840558479493,0.564855287246409,0.558116584796813,"2"
"TZA-L18-H10",776.5277778,6.103277683,1.67867272969435,6.698,2.095261097,642,14.98540974,0.333333333333333,4,0.5,0.5,1,13.1666666666667,2,0,2,3,1,1,4.138236523,1,4.10030508,0.5,7.5,2,2.28571428571429,1,1,4,1,2,1,1,1,3,1,1,1,3,1,768.771111111111,"L18 _ 4","L18",4,15.72513064775,8.73128408808333,6.11442497683333,39.1027254683333,5.20754065925,1.89300754466667,0.538638673544872,51.3474308717009,0.281414513,4.3023809612327,0.00966231257333333,0.103225920026667,0.0621943073303417,0.0635735679645083,0.100598822576,0.167,0.50625493047085,0.265279355659088,58.1758386296296,-1.64370585185185,-2.94329511111111,68.4114768518518,0,0,0,0.333,0.333,0.666,0.318394820766058,0.59202128886295,0.291645026234742,0.515746305766648,"0"
"TZA-L18-H14",893.6944444,13.30883121,1.42034950407838,10,8.611980438,802,16.21149254,1,4,0.5,0.5,1,38,2,0,7,5,1,4,2.263846397,2,2.23606801,2,45,0,0,4,5,1,1,2,1,1,1,3,1,2,1,2,2,1704.1724137931,"L18 _ 1","L18",1,14.65944967,5.709191333,6.329616667,33.22722433,7.072997,2.275317599,0.456487249,59.5783856729846,0.2274258,2.26695214641924,0.008810163168,0.08207591968,0.065218312789,0.0118434952611,0.167,0.167,0.5019478908981,0.319279320504869,-51.1251724137931,-7.17456586206896,-14.7240496551724,0,0,0,0.118721685823755,0.285009647509578,0.326121823754789,0.729853157088123,0.319279320504869,0.5019478908981,0.353841035213704,0.483090947027231,"1"
"TZA-L18-H16",776.5277778,6.103277683,1.67867272969435,6.698,2.095261097,642,14.98540974,1,2,0.580403525046382,1,1,26,4,0,6,3,1,2,4.138236523,2,4.10030508,0.5,10,0,2.28571428571429,1,4,3,1,2,1,1,1,3,1,1,1,2,2,274.561111111111,"L18 _ 4","L18",4,11.07743050075,7.97723844933333,6.25253612033333,32.5457460683333,4.36532125316667,1.69704139945833,0.319833075019231,31.9329302925619,0.214491099583333,5.14192438158338,0.0120565774871111,0.040065014205812,0.04176349636595,0.0501649621538667,0.073205992624,0.167,0.38425604283674,0.0690120264380854,-4.61262666666667,-1.12570055555556,-1.31789333333333,0,0,0,0.333,0.333,0.333,0.999,0.318394820766058,0.59202128886295,0.291645026234742,0.515746305766648,"0"
"TZA-L18-H18",940.5277778,8.663861275,1.71831593975836,7.566,4.63119936,777,13.20037842,1,4,0.5,0.5,1,28,1,0.0714285714285714,6,3,1,2,5.27375555,2,4.949747562,0.901387811,34,0,0,4,5,1,1,2,1,1,1,3,1,2,1,2,2,172.9735,"L18 _ 7","L18",7,21.16679045225,7.40168669641667,6.29869743058333,30.6023778333333,5.39622457766667,1.64693980940278,0.431490146959402,37.1470952930812,0.275496545833333,5.12979256896756,0.00985182820266667,0.0737194872533333,0.0635954312459083,0.0405532478801583,0.07887586932,0.167,0.433595863902067,0.162269910324307,-2.9059548,-0.70919135,-0.8302728,0,0,0,0.333,0.333,0.333,0.999,0.194790807763254,0.435193195726325,0.218949901551853,0.789118493537163,"0"
"TZA-L18-H19",940.5277778,7.424621105,1.45290571183177,6.944,6.089782238,695,13.59457588,1.5,5,0.4,1,1,11.7,4,0,7,3.14285714285714,1.14285714285714,3.35714285714286,4.949747562,2.07142857142857,4.854122162,0.25,47,0,1,4,5,4,1,2,1,1,1,3,1,11.6428571428571,1.64285714285714,2,2,790.736,"L18 _ 13","L18",13,13.8787505369167,8.38224772691667,6.14320986566667,37.5452669683333,4.87595105375,1.75009891233333,0.511635479461539,44.7292640173226,0.278709713,4.53142812519071,0.00754421595466667,0.0955860599466666,0.0582182321960917,0.0579573375529333,0.0902876587546667,0.167,0.476593504405025,0.181946022325755,140.6323976,-9.6272108,-25.0267944,227.3366,0,0,0.1665,0.210806622222222,0.187288577777778,0.5645952,0.339931375581642,0.714740627263,0.349814368355804,0.686444581454753,"0"
"TZA-L18-H20",940.5277778,8.663861275,1.71831593975836,7.566,4.63119936,777,13.20037842,1.5,5,0.2,1,1,18.0666666666667,2,0,11,3,1,1,5.27375555,2,4.949747562,0.901387811,14,1,0,4,1,1,1,2,1,1,1,3,1,2,1,3,2,154.440625,"L18 _ 7","L18",7,15.58413167,7.604384,6.380694333,28.36942367,7.2528415,2.512774148,0.569842236,73.3749043690809,0.245350733,2.31882781251519,0.016408772736,0.11834951552,0.071413682189,0.0434932128,0.167,0.167,0.583665183245,0.779163231053017,-11.18150125,-1.99691728125,-5.8563885,0,0,0,0.333,0.333,0.333,0.999,0.194790807763254,0.435193195726325,0.218949901551853,0.789118493537163,"0"
"TZA-L18-H21",776.5277778,6.103277683,1.67867272969435,6.698,2.095261097,642,14.98540974,1.26785714285714,2,0.5,0.5,1,70.3333333333333,3,0,6,3,1,4,4.138236523,2,4.10030508,0.5,31,0,2.57142857142857,4,2,4,2,2,1,1,1,3,1,1,1,3,2,635.412857142857,"L18 _ 4","L18",4,114.354804,10.61277867,7.092058333,34.074799,18.41858667,3.143556574,0.907503001,69.1036962563331,0.369690233,1.61865574928634,0.036593810368,0.167,0.167,0.093733403789,0.167,0.167,0.798327214157,0.636789641532115,-8.67173813333333,22.8946406706667,-0.779834825644444,1.84505066666667,25.4612379373333,2.22496197435556,0.333,0.1665,0.333,0.8325,0.318394820766058,0.59202128886295,0.291645026234742,0.515746305766648,"0"
"TZA-L18-H22",776.5277778,4.038873672,1.51065356125227,7.056,13.07490158,633,18.00173569,2,3,0.551615646258503,1,1,80,4,0,12,5,2,4,1.952562451,4,2.15058136,2.15058136,1,0,5,4,2,3,2,2,1,1,1,3,1,6,2,3,2,857.424578313253,"L18 _ 2","L18",2,12.343660343,8.56933504641666,6.0435633285,42.172142125,4.91177974041667,1.91836427459722,0.565856101465812,44.2876404498436,0.294130589916667,4.59721340841401,0.0114411539417778,0.10664251376,0.04793312789685,0.0610816957885833,0.0891962728,0.166012584666667,0.482307348853878,0.180737138693224,44.018606372549,6.00592118363235,-4.26518017134665,59.4641224313726,9.77536260275,0.147824416888644,0.08325,0.24975,0.333,0.666,0.197776422242109,0.508629331558133,0.440573090610324,0.637378009760466,"0"
"TZA-L18-H25",704.9444444,12.17579556,1.45579929653522,4.562,0.494526982,571,18.3115406,1,4,0.5,0.5,1,9.5,4,0,6,3,1,4,0,2,0,0,2,0,1.78571428571429,4,3,3,1,2,1,1,1,3,1,3,1,2,2,1482.63,"L18 _ 8","L18",8,11.3442001808333,11.0522625883333,6.05119222691667,49.0897417833333,4.73878907166667,1.860182313875,0.510880079985043,48.7507981992718,0.291217091083333,4.35625389044892,0.00720031561733333,0.0812751617018804,0.0477738689558417,0.0874678212751667,0.0848363427386667,0.167,0.475553510288889,0.241612214880691,-24.908184,-6.078783,-7.116624,0,0,0,0.278797955555556,0.309360377777778,0.333,0.921158333333333,0.0727686948134474,0.4145479096349,0.481919956245263,0.615044390968032,"0"
